#,Position,Type,Poids %,Δ poids (pts),Titres,Δ titres %,Δ prix %,Statut,Valeur $,T1 26,T4 25,T3 25,T2 25,T1 25,T4 24
228,EVRG,Actions,0.05648078436799427,0.027714100361344036,154471.0,41.95223260643821,13.008692437258018,Renforcé,12654264.0,0.05648078436799427,0.028766684006650237,,,,
229,J,Actions,0.05572539307000902,,98091.0,,,Nouveau,12485022.0,0.05572539307000902,,,,,
230,CSTM,Actions,0.05518088307014072,,502971.0,,,Nouveau,12363027.0,0.05518088307014072,,,,,
231,LPX,Actions,0.05492679179367444,,169156.0,,,Nouveau,12306099.0,0.05492679179367444,,,,0.004913898419050095,0.00750356934443186
232,TWLO,Actions,0.054779558289304135,-0.009933759132539237,97545.0,-21.812002532924005,-11.543870390691623,Allégé,12273112.0,0.054779558289304135,0.06471331742184337,0.05580535173541337,0.18879843892135742,0.07995950810003127,0.07080555971086588
233,INCY,Actions,0.05473647774896454,-0.06361846007928801,130296.0,-60.346936912261484,-4.707902648649598,Allégé,12263460.0,0.05473647774896454,0.11835493782825254,0.043616173743088855,0.10825036373565963,0.176342270090448,0.2127344445254858
234,ELF,Actions,0.05419246764761655,0.05317699860291956,200323.0,5370.316766794102,-20.29181440232074,Renforcé,12141577.0,0.05419246764761655,0.0010154690446969948,0.010953299778003444,0.001551002114371283,0.0011940891464867463,0.005672214046277889
235,SSRM,Actions,0.054094862461525964,0.006858124024822512,412235.0,-30.239032026060837,34.12408759124086,Allégé,12119709.0,0.054094862461525964,0.04723673843670345,0.05659546279466361,0.0013913358611327704,0.0011752157680524399,
236,MDB,Actions,0.054072264370380166,0.05321518133559949,49494.0,8738.214285714284,-41.678284232174754,Renforcé,12114646.0,0.054072264370380166,0.0008570830347806703,,,,
237,PINS,Actions,0.054070653090328095,-0.3536026030974533,660539.0,-84.70233024989427,-29.161839852601943,Allégé,12114285.0,0.054070653090328095,0.4076732561877814,0.5200049868947911,0.5917831908591545,0.5217701632844013,0.471264063940942
238,ALSN,Actions,0.05371284179765673,-0.004719164062153017,102803.0,-37.187704302027896,19.570991257204117,Allégé,12034119.0,0.05371284179765673,0.058432005859809746,0.09099445242011638,0.0734085162252345,0.06562668964755539,0.05018526417007113
239,ABT,Actions,0.0536392272771614,-0.0024199496017072164,117051.0,-4.599246906939214,-18.05411422767086,Allégé,12017626.0,0.0536392272771614,0.05605917687886862,0.06256086651532869,0.031210464785130208,0.044821490097343215,0.09942720875140865
240,KRYS,Actions,0.05346023236323281,0.044456028543183604,46367.0,362.97553669495755,4.778129704150302,Renforcé,11977523.0,0.05346023236323281,0.009004203820049201,0.006723686580406115,,,
241,DTM,Actions,0.05330046568881758,-0.06460271171144558,88674.0,-67.17540580058858,12.525069410350188,Allégé,11941728.0,0.05330046568881758,0.11790317740026315,0.13589206277263918,0.1134521744210109,0.11815372363542785,0.13414693376641096
242,GLBE,Actions,0.05290114496544188,0.042201482946315566,384190.0,414.7378011200729,-21.521243988219794,Renforcé,11852262.0,0.05290114496544188,0.010699662019126319,0.002651776725066214,,,
243,BMRN,Actions,0.0521697755767094,0.002331053156045801,206911.0,-10.023438757006623,-4.9469980383260115,Allégé,11688402.0,0.0521697755767094,0.049838722420663596,0.07970561094892395,0.05049751005989997,0.04055476576333165,0.0911556345451615
244,CRBG,Actions,0.051907226195814664,-0.018913725920262893,487409.0,-24.27939362492116,-20.914814355781854,Allégé,11629579.0,0.051907226195814664,0.07082095211607756,0.06130870401480949,,,
245,HUT,Actions,0.05143536216305859,,245659.0,,,Nouveau,11523860.0,0.05143536216305859,,,,,
246,WSC,Actions,0.05106104975583735,0.033453493796757605,658986.0,157.0007877884983,-7.806698383353517,Renforcé,11439997.0,0.05106104975583735,0.017607555959079743,0.05374765961647245,0.06768967794438727,0.05872055488792624,
247,NTAP,Actions,0.05095199153757609,-0.021104168696082927,111491.0,-39.573893814902334,-4.3888372825849125,Allégé,11415563.0,0.05095199153757609,0.07205616023365902,0.14765366171208624,0.13242746633466124,0.006898284770368858,0.007870277796838113
248,PVH,Actions,0.050844093798022696,-0.004460772990701974,163294.0,-27.836381875792704,4.08832548717013,Allégé,11391389.0,0.050844093798022696,0.05530486678872467,0.0710088384591769,0.050725074000102,0.046501805351664816,0.10721685314424255
249,AXS,Actions,0.05078794894546035,0.002456570339652013,112206.0,-9.334346062476769,-5.303952204898721,Allégé,11378810.0,0.05078794894546035,0.048331378605808335,0.03422168794693139,0.11044486715637708,0.09872590491356187,0.047822407877285214
250,HWC,Actions,0.05063660020505678,0.04986096751867087,178407.0,5241.526946107784,-0.141238902332963,Renforcé,11344901.0,0.05063660020505678,0.0007756326863859128,0.03160878667441033,,,
251,BKU,Actions,0.05010896178024894,0.006651216828116778,248598.0,-7.022025410194746,1.3237599490092844,Allégé,11226686.0,0.05010896178024894,0.043457744952132164,0.024957684058152654,,,
252,AEO,Actions,0.049068579228510746,0.017584728374499946,658299.0,101.0724081687508,-36.67046219672926,Renforcé,10993593.0,0.049068579228510746,0.0314838508540108,0.022028600472377927,,,0.020852384216754102
253,COLB,Actions,0.04896399778003405,0.03581206579543868,399933.0,209.94629280881637,-1.860457291806028,Renforcé,10970162.0,0.04896399778003405,0.013151931984595378,,,,
254,AGI,Actions,0.048277079189192364,0.008702548429344661,243445.0,-13.452548127344151,15.163296502227187,Allégé,10816261.0,0.048277079189192364,0.0395745307598477,0.00585627510750478,0.019946047728326796,0.05787476030039236,0.023701305839551417
255,ASB,Actions,0.0479759171109833,-0.031314277604737414,415653.0,-50.75475654791736,0.38820138755963907,Allégé,10748787.0,0.0479759171109833,0.07929019471572071,0.07684092021773782,0.0406921813413829,,
256,RIO,Actions,0.047567825846603955,0.044806339944663515,114239.0,1107.3451701543015,16.568761762896766,Renforcé,10657356.0,0.047567825846603955,0.0027614859019404405,0.0010532058943809796,0.14537612357366572,0.17584927035121833,0.13340053720806255
257,IESC,Actions,0.04712905777392021,0.01430689400267874,22161.0,-4.214211618257262,22.479564050207614,Allégé,10559052.0,0.04712905777392021,0.03282216377124147,0.027032690717626574,,,
258,JBL,Actions,0.04691448972421597,-0.06856227687424356,39570.0,-71.50613514603376,16.494167688718964,Allégé,10510979.0,0.04691448972421597,0.11547676659845953,0.24516325843210754,0.05770585006700389,,
259,TGTX,Actions,0.046174581890221396,-0.004903294440589727,311415.0,-33.72104159793979,11.43910757918758,Allégé,10345206.0,0.046174581890221396,0.05107787633081112,0.048418557425761684,,,
260,CPA,Actions,0.046141146713296,0.026963876430805115,90993.0,108.69475470746085,-5.803835053767736,Renforcé,10337715.0,0.046141146713296,0.019177270282490885,0.02964207423960496,0.011964566323448719,0.016585101925459398,0.004407887589894587
261,EIX,Actions,0.04597678275784577,0.01790146579171811,140761.0,9.73890807599654,21.92603091331693,Renforcé,10300890.0,0.04597678275784577,0.028075316966127663,,,,
262,ADT,Actions,0.04556305870835364,-0.007522438338776201,1553759.0,-13.863287484567548,-18.587357476181666,Allégé,10208197.0,0.04556305870835364,0.053085497047129844,0.04710836379323887,0.06541715651967481,0.023295005511475605,0.017729321857866277
263,WMS,Actions,0.044838531680617896,0.012676226957504526,73258.0,20.302159454799245,-5.316575331849638,Renforcé,10045870.0,0.044838531680617896,0.03216230472311337,,,,
264,SON,Actions,0.0447351821249234,0.002347512777455242,185297.0,-30.430228236098024,23.945925365270938,Allégé,10022715.0,0.0447351821249234,0.04238766934746816,0.029007966407093744,,,0.0017722660099975898
265,LFUS,Actions,0.04451398595644541,0.005717677081432705,29389.0,-30.130993985212655,34.1728584612236,Allégé,9973157.0,0.04451398595644541,0.0387963088750127,0.03591668353219128,,,
266,SHC,Actions,0.04450846921920341,,695392.0,,,Nouveau,9971921.0,0.04450846921920341,,,,,
267,AS,Actions,0.044186570279160765,0.014326307310093933,300723.0,37.17362745634682,-11.860780016434635,Renforcé,9899801.0,0.044186570279160765,0.029860262969066832,0.011350249330331666,,,
268,SJM,Actions,0.04396383870808467,-0.03913267100598273,102135.0,-56.15883862881279,-1.400676791233002,Allégé,9849899.0,0.04396383870808467,0.0830965097140674,0.0028720161137193276,0.00451712626346435,0.07468495092499601,0.03537906482261258
269,AMT,Actions,0.043840287896114064,-0.011402102628061732,56914.0,-34.036462257043844,-1.7030245324900495,Allégé,9822218.0,0.043840287896114064,0.055242390524175795,0.022352734938862813,0.0030908553422239918,0.003212385410041584,0.0016237862926679507
270,VTRS,Actions,0.0437709939271157,-0.02091875084856587,725884.0,-49.054229420339595,8.514055854304491,Allégé,9806693.0,0.0437709939271157,0.06468974477568157,0.058639702847498115,0.012298020483942216,0.024685103136844497,0.1309371539341999
271,CHTR,Actions,0.04335127555875949,0.01912871870569334,44991.0,41.39664980043371,3.4155719028344356,Renforcé,9712657.0,0.04335127555875949,0.02422255685306615,0.0762410849904581,0.7195168831965618,0.3668258643622618,0.09397350769966312
272,DKS,Actions,0.04323880285506933,,48855.0,,,Nouveau,9687458.0,0.04323880285506933,,0.00964433618297551,,,0.006558502935494353
273,AXSM,Actions,0.04296385866889869,0.011364070072503014,56951.0,20.03836101509148,-7.457291518983588,Renforcé,9625858.0,0.04296385866889869,0.03159978859639567,,0.04517724043848594,0.023172685791116584,
274,GM,Actions,0.04275798081936449,-0.0020593959994819194,128587.0,-14.914608243397936,-8.386618659501544,Allégé,9579732.0,0.04275798081936449,0.044817376818846406,,,,
275,SYM,Actions,0.042025879436370116,0.024112918403325037,176987.0,114.38677245472715,-10.588248193843452,Renforcé,9415708.0,0.042025879436370116,0.01791296103304508,0.016388949070062015,,,
276,JXN,Actions,0.04154235705597966,-0.0019170982258322478,88038.0,-21.213151724508243,-0.8720125905286258,Allégé,9307377.0,0.04154235705597966,0.04345945528181191,0.046478036171500134,,,
277,RDDT,Actions,0.04135260093372546,-0.6022924634822371,68807.0,-91.03860820821656,-41.42341041501704,Allégé,9264863.0,0.04135260093372546,0.6436450644159626,0.5560696627407373,,,
278,DY,Actions,0.04072878560431365,0.018573116584741582,26932.0,49.78865406006674,0.27226726506888177,Renforcé,9125100.0,0.04072878560431365,0.02215566901957207,0.023165770136393406,,,
279,ITW,Actions,0.04072479534291046,0.018716283964205802,35054.0,43.06003346528996,5.680067148346346,Renforcé,9124206.0,0.04072479534291046,0.022008511378704656,,0.002803436725086677,0.006722012612002821,0.0060067920105246215
280,ERO,Actions,0.040723871423323815,0.03155462990607501,342455.0,285.8213159080667,-5.947013939710244,Renforcé,9123999.0,0.040723871423323815,0.009169241517248804,0.011689825859889202,0.020054862312846183,0.04434930303649514,0.05055380196962003
281,HMY,Actions,0.04037099216516088,-0.048525828974268034,588480.0,-51.95971826294805,-22.763816313495155,Allégé,9044938.0,0.04037099216516088,0.08889682113942891,0.004200687729883363,0.03675991582268474,0.06114508345622736,0.026134800607091013
282,HL,Actions,0.039994648920200875,0.015250802543891516,480978.0,36.03165355310568,-2.9181906477284247,Renforcé,8960620.0,0.039994648920200875,0.02474384637630936,0.0021568198221508152,,,
283,INSP,Actions,0.03995096136022948,0.015826265268263546,173533.0,141.93539392418475,-44.074595217821745,Renforcé,8950832.0,0.03995096136022948,0.024124696091965932,0.025855223615044793,0.07414385063554896,0.053835091802313675,0.0026874989305712255
284,KGS,Actions,0.03994551603706181,0.0013154446427554034,153457.0,-45.819902201352235,55.93582469530476,Allégé,8949612.0,0.03994551603706181,0.03863007139430641,0.023863679308646947,,,
285,TOST,Actions,0.0399030603698726,-0.10604610676563439,337235.0,-70.07813304088899,-25.34497288976201,Allégé,8940100.0,0.0399030603698726,0.14594916713550699,0.055685748216962296,0.12399556830099041,0.14335947777390823,0.3957179688893359
286,FERG,Actions,0.03987936428733397,-0.001879571094770778,38304.0,-25.529308836395447,4.774738343546958,Allégé,8934791.0,0.03987936428733397,0.04175893538210475,0.01440768380311182,,,0.0031481413786127927
287,FLR,Actions,0.0398668266539094,,191468.0,,,Nouveau,8931982.0,0.0398668266539094,,0.0069760479673331354,,,
288,IBOC,Actions,0.03953566173772244,,131636.0,,,Nouveau,8857786.0,0.03953566173772244,,,,,
289,DAR,Actions,0.039419716524667976,0.034272885967029716,142794.0,264.23324150596875,71.80555750085982,Renforcé,8831809.0,0.039419716524667976,0.005146830557638263,,,,0.05752446277663099
290,RMD,Actions,0.03931309977507288,0.010392832539291443,39237.0,19.174462398250515,-6.804499223678551,Renforcé,8807922.0,0.03931309977507288,0.028920267235781436,0.03429388801402729,0.005467681780136102,0.12393074971522484,0.09150405869580118
291,DXCM,Actions,0.03915430165404075,0.003027135465295684,139687.0,-6.416148568978454,-5.378935008273533,Allégé,8772344.0,0.03915430165404075,0.03612716618874506,0.03176203211007804,0.08936519064349917,0.022588687417518558,0.03492098987933261
292,MKSI,Actions,0.03911413570060975,,38133.0,,,Nouveau,8763345.0,0.03911413570060975,,,,,
293,SNN,Actions,0.039073099388147854,0.0017050434322668645,275461.0,-11.79913611752388,-3.1392830064338018,Allégé,8754151.0,0.039073099388147854,0.03736805595588099,0.028999528506571552,0.009552215918977605,0.008642685072948348,0.01875280719795111
294,SYK,Actions,0.038733485294291714,-0.003562198219824786,26410.0,-19.967271735507136,-6.50980440129435,Allégé,8678062.0,0.038733485294291714,0.0422956835141165,0.017525080645108885,0.01893754139667228,0.026741549791467506,0.06580786584410124
295,DKNG,Actions,0.03819980345344371,,395860.0,,,Nouveau,8558493.0,0.03819980345344371,,0.12489703965273141,0.07020567991791331,0.0709245323403787,
296,MTB,Actions,0.03801030620720896,-0.07576261829466016,41196.0,-73.3955026284179,2.6007532346509654,Allégé,8516037.0,0.03801030620720896,0.11377292450186911,0.1244252262578407,0.06690823135220583,0.00698690335480192,
297,XYZ,Actions,0.03779369839300666,-0.2779413985154016,140703.0,-89.42204393028472,-7.5433966670321535,Allégé,8467507.0,0.03779369839300666,0.3157350969084083,0.03549592452797175,0.47593828145883166,0.5018644463097371,0.4792899141870137
298,AYI,Actions,0.03761815367154414,,30077.0,,,Nouveau,8428177.0,0.03761815367154414,,0.025337162377273362,0.010001341793904227,0.05674064098911747,0.003191711017451254
299,A,Actions,0.03748824700695816,0.030991309915491577,73689.0,462.8121897196975,-16.234316406609718,Renforcé,8399072.0,0.03748824700695816,0.006496937091466582,0.023981461274756893,,,
300,TNL,Actions,0.03739361889509121,-0.015433122411257355,121085.0,-41.045441045441045,-1.8999017629381498,Allégé,8377871.0,0.03739361889509121,0.05282674130634857,0.050582052355846494,0.024511702303551267,0.026988615676856422,0.015577445684035367
301,PAAS,Actions,0.03693189566089,,151463.0,,,Nouveau,8274424.0,0.03693189566089,,0.0009489425887641166,,,
302,FHI,Actions,0.036522179726319645,-0.017893275514594596,144289.0,-49.649297897881134,8.911076956156494,Allégé,8182629.0,0.036522179726319645,0.05441545524091424,0.05678155884954168,0.028490660843356164,0.02232080421427449,0.02118296879413055
303,INGR,Actions,0.036363189679962764,0.008373192272869964,72315.0,3.8844435505882693,2.17667270804085,Renforcé,8147008.0,0.036363189679962764,0.0279899974070928,0.014890833913003127,0.0030655969025064397,0.010075744223465147,0.01713708562113256
304,TJX,Actions,0.036064915408384426,0.010086076073237974,50596.0,9.099534241849232,3.9645883194523446,Renforcé,8080181.0,0.036064915408384426,0.025978839335146452,,,,0.0084391176464317
305,IQV,Actions,0.03586626377049649,0.024551214921673864,47119.0,242.31020704685798,-24.342320551562114,Renforcé,8035674.0,0.03586626377049649,0.011315048848822623,,,,
306,LNC,Actions,0.03570496169348316,-0.00396711620624416,225339.0,-7.761736546309675,-20.27846241825433,Allégé,7999535.0,0.03570496169348316,0.03967207789972732,0.0522565094487954,0.0689278134224296,0.07890891323122266,0.05538614394490734
307,ISRG,Actions,0.03558367381499289,0.01251340144072833,17294.0,54.82542524619517,-18.604772387794345,Renforcé,7972361.0,0.03558367381499289,0.02307027237426456,0.02123177904934193,0.025781146630058566,0.057146089222832444,0.10690207247563976
308,HPQ,Actions,0.03546895156796133,0.02939179283350037,413673.0,453.0683459008503,-13.779183936387629,Renforcé,7946658.0,0.03546895156796133,0.006077158734460961,0.005341108766894859,,0.025921559955863715,0.42446141393700737
309,TRV,Actions,0.03545666388379692,0.009358090530793062,27235.0,10.383820370445425,0.5585130079852174,Renforcé,7943905.0,0.03545666388379692,0.026098573353003855,0.09894234752790966,0.09756387365519788,0.23003446610717254,0.10210545091034828
310,CSL,Actions,0.03522848252617351,0.0020417523197843457,23658.0,-16.84650803135215,4.30188099741593,Allégé,7892782.0,0.03522848252617351,0.03318673020638917,0.04929694522051223,0.1223067822450171,0.11861009473091641,0.09220382753374685
311,AFG,Actions,0.03518209462151651,0.0037440543462625847,61721.0,-2.1435479523726477,-6.562777198504222,Allégé,7882389.0,0.03518209462151651,0.031438040275253924,0.04156052254623339,0.01735560152557254,0.014411698781910523,0.00380070480758438
312,NOC,Actions,0.03500338090050559,0.02165351745813211,11495.0,79.04984423676012,19.647157130202352,Renforcé,7842349.0,0.03500338090050559,0.013349863442373478,,,,
313,QSR,Actions,0.034619079449637435,0.01466978312479746,104956.0,30.911903009741433,8.305860930415164,Renforcé,7756248.0,0.034619079449637435,0.019949296324839976,0.02862164453541395,0.00347399545935128,0.007163709052627138,0.018071859086873986
314,CNO,Actions,0.03459794088363575,-0.006834511161073101,188785.0,-29.430653005229573,-3.3199919139224376,Allégé,7751512.0,0.03459794088363575,0.04143245204470885,0.03910290763146549,0.04199529417576667,0.05259503011233982,0.033641084170842286
315,WY,Actions,0.03456710339366411,,317012.0,,,Nouveau,7744603.0,0.03456710339366411,,,,0.028036932564148007,0.00735620374077556
316,VIK,Actions,0.03449743450077551,-0.013683770594985989,105185.0,-43.148467438127305,2.898756104977296,Allégé,7728994.0,0.03449743450077551,0.0481812050957615,0.004255898393745854,,,
317,FIGS,Actions,0.0342463917126072,,519482.0,,,Nouveau,7672749.0,0.0342463917126072,,,,,
318,TOWN,Actions,0.03418870253068747,0.015204455169196562,227497.0,45.829540646914786,0.899006180186035,Renforcé,7659824.0,0.03418870253068747,0.018984247361490906,0.012060517637286937,,,
319,AGX,Actions,0.03400697602841576,,13989.0,,,Nouveau,7619109.0,0.03400697602841576,,,,,
320,CW,Actions,0.033973085586766504,-0.0601092144556012,11175.0,-76.12128464283425,23.554699670160172,Allégé,7611516.0,0.033973085586766504,0.0940823000423677,0.07697985961222305,0.04525130550876599,0.03138672526255952,
321,V,Actions,0.0339573253932378,-0.6521979977998611,25172.0,-95.30808187184644,-13.82053871640222,Allégé,7607985.0,0.0339573253932378,0.6861553231930989,0.9039489806445573,0.9227425379105594,1.1318253514109304,0.8867874619625281
322,CE,Actions,0.0338667321765705,-0.006730473622531083,115367.0,-56.18453334953779,55.55818579556888,Allégé,7587688.0,0.0338667321765705,0.04059720579910158,0.025674760661815246,,,
323,URI,Actions,0.03367930593849132,,10357.0,,,Nouveau,7545696.0,0.03367930593849132,,,,,
324,PEGA,Actions,0.03356675735734718,0.0015905613013472222,176703.0,20.34939553890686,-28.734089398947894,Renforcé,7520480.0,0.03356675735734718,0.03197619605599996,0.04921438776763142,0.03592988041465571,,
325,NFLX,Actions,0.03330706900280529,0.02714327422953465,77611.0,330.5264325733622,2.5490371205399986,Renforcé,7462298.0,0.03330706900280529,0.006163794773270643,0.12263630124884764,0.014151990765931677,0.13199128292505127,
326,PODD,Actions,0.033095540514639726,-0.026344648166625788,35336.0,-38.37890625,-26.175067709161503,Allégé,7414906.0,0.033095540514639726,0.059440188681265514,0.025510942387935193,0.002916006596635293,0.003775733486832555,0.009252512324568222
327,UAL,Actions,0.03297491767971665,,80242.0,,,Nouveau,7387881.0,0.03297491767971665,,,0.09195424928584735,0.4905612458459555,
328,BTE,Actions,0.03269360871417134,,1638670.0,,,Nouveau,7324855.0,0.03269360871417134,,,,,
329,LKQ,Actions,0.032597753172901846,0.009890497361473915,248668.0,20.60606648495019,-2.7483402540177004,Renforcé,7303379.0,0.032597753172901846,0.02270725581142793,0.02701391110058693,,0.008374713719706677,0.01713484363929609
330,BCC,Actions,0.03215217844625852,,94971.0,,,Nouveau,7203550.0,0.03215217844625852,,0.0013414851596218332,,0.001692466035570238,
331,CL,Actions,0.03214763472577927,0.013963442391538381,84507.0,33.91914805952174,7.858777069795053,Renforcé,7202532.0,0.03214763472577927,0.01818419233424089,0.03779097862757251,0.016847786685795965,0.026370902248911764,0.06261856644719392
332,ENTG,Actions,0.032082179263276146,,61309.0,,,Nouveau,7187867.0,0.032082179263276146,,,,,
333,SANM,Actions,0.032045825036062514,-0.042115149318232084,55382.0,-59.13099305591428,-13.613653717127615,Allégé,7179722.0,0.032045825036062514,0.0741609743542946,0.03312159960433796,0.032028726097736764,0.019201421691178364,0.026244868619255058
334,AR,Actions,0.031966367951611056,-0.004445606419774803,168754.0,-41.75855654376719,23.157282260496004,Allégé,7161920.0,0.031966367951611056,0.03641197437138586,0.11398949021836711,0.1019358022095417,,
335,TMO,Actions,0.03178281146368463,0.028220099925054525,14487.0,759.2526690391459,-15.173036246556626,Renforcé,7120795.0,0.03178281146368463,0.00356271153863011,,,,
336,ASO,Actions,0.03167109307115458,0.004445222827761979,125700.0,-15.883159902298658,12.990386260069787,Allégé,7095765.0,0.03167109307115458,0.0272258702433926,0.05214505786673554,0.01791643408039981,0.007735695829183271,0.004661786301837795
337,NSIT,Actions,0.03155380884420644,0.008973806666413387,105499.0,38.812647202010496,-17.74885825297108,Renforcé,7069488.0,0.03155380884420644,0.02258000217779305,,,,
338,CDNS,Actions,0.03154672546070882,-0.016039696990197673,25436.0,-39.06961145978058,-11.104363489284363,Allégé,7067901.0,0.03154672546070882,0.047586422450906496,,,,
339,MDA,Actions,0.0315108711320155,,279580.0,,,Nouveau,7059868.0,0.0315108711320155,,,,,
340,HRMY,Actions,0.03144309471209665,0.00025968569389737267,251506.0,10.061527958899674,-25.146981912453235,Renforcé,7044683.0,0.03144309471209665,0.031183409018199278,0.02283661366969058,,,
341,ETN,Actions,0.031195582457228036,0.02806990938301131,19541.0,626.1612783351914,12.294793582630724,Renforcé,6989229.0,0.031195582457228036,0.0031256730742167263,0.010658227885322717,,,0.06259119959733317
342,ITT,Actions,0.030578109590292658,0.007080342318292535,35957.0,-3.174816889271866,9.80923566636216,Allégé,6850887.0,0.030578109590292658,0.023497767272000123,0.020016219957587535,,,
343,AG,Actions,0.03056213515454096,0.02723045305273667,318776.0,481.3049345344469,28.9315748808461,Renforcé,6847308.0,0.03056213515454096,0.00333168210180429,,,,
344,LMT,Actions,0.030488525097425275,-0.04873555753564271,11302.0,-74.83747439665153,24.95916878776918,Allégé,6830816.0,0.030488525097425275,0.07922408263306799,0.08845797016495231,,,
345,AEP,Actions,0.030346469113443894,,51869.0,,,Nouveau,6798989.0,0.030346469113443894,,,,,
346,AFL,Actions,0.03017636971514904,0.010892318700562929,61625.0,28.505890939422372,-0.5078435252129365,Renforcé,6760879.0,0.03017636971514904,0.01928405101458611,,,,
347,IE,Actions,0.029903755413153415,0.0109985223654601,566819.0,74.7214199184373,-26.032539748642748,Renforcé,6699801.0,0.029903755413153415,0.018905233047693315,0.01254150538827005,,,
348,CNA,Actions,0.02987104776711026,-0.018459462910203884,145742.0,-47.50079248436644,-3.8123121220601908,Allégé,6692473.0,0.02987104776711026,0.04833051067731414,0.03793177091293378,0.006768999659924796,0.010484750933399168,0.010991941782596847
349,ABBV,Actions,0.02947361951670431,0.01763400270885577,30362.0,113.68146949116758,-4.814208521086682,Renforcé,6603431.0,0.02947361951670431,0.01183961680784854,0.23644897553598437,0.44795193831899605,0.10201990330296379,0.2333068881962861
350,AXP,Actions,0.02940075930736909,-0.013885701050460258,21777.0,-32.12716222533894,-18.237600901193353,Allégé,6587107.0,0.02940075930736909,0.04328646035782935,0.048238497956168996,,0.034687627188615885,0.005177584253954568
351,PWR,Actions,0.029204874964861443,0.007456672846007522,11918.0,-15.654635527246993,30.081019613693716,Allégé,6543220.0,0.029204874964861443,0.02174820211885392,,,,0.040278840476531484
352,MIR,Actions,0.029189087991054862,-0.012654233379939737,351785.0,-28.196592152316256,-20.623402285385474,Allégé,6539683.0,0.029189087991054862,0.0418433213709946,,,,0.01950168873412236
353,STNG,Actions,0.029149145206606147,-0.00721978647563248,87473.0,-55.416866290863496,46.88175368266108,Allégé,6530734.0,0.029149145206606147,0.03636893168223863,0.04480851098048133,,,
354,AON,Actions,0.02912930548408133,0.011926452182868457,20219.0,51.249251944943154,-8.529812413693161,Renforcé,6526289.0,0.02912930548408133,0.01720285330121287,0.007968954603247013,,0.005510265629153987,0.01496344984444704
355,WTW,Actions,0.028926565390438,-0.02476916926355702,22294.0,-50.246602245084695,-11.533774537977104,Allégé,6480866.0,0.028926565390438,0.05369573465399502,0.04994121457296521,0.04001161926465591,0.21322636324567004,0.27390724445658965
356,MTD,Actions,0.02892290541912859,0.026492621759926466,5138.0,974.8953974895396,-9.53889088267912,Renforcé,6480046.0,0.02892290541912859,0.002430283659202125,,,,
357,TTEK,Actions,0.02876212109415416,0.020897317755553573,213945.0,232.72421890794854,-10.19680469299149,Renforcé,6444023.0,0.02876212109415416,0.007864803338600585,,,,
358,IDR,Actions,0.02865110345222847,0.011088716242430907,199849.0,67.23625743717626,-20.29776029446738,Renforcé,6419150.0,0.02865110345222847,0.017562387209797563,,,,
359,NVR,Actions,0.028442288698887437,0.02477218377275443,967.0,600.7246376811594,-9.638832627849503,Renforcé,6372366.0,0.028442288698887437,0.0036701049261330075,0.005382107405179578,0.0043792535825340345,0.051490756534464124,0.05688577762786187
360,SNCY,Actions,0.02833843924467263,-0.009112558583780121,384328.0,-46.147432906383514,14.801955204837626,Allégé,6349099.0,0.02833843924467263,0.03745099782845275,0.03985495020544429,0.04241802816773706,0.0076344625161457675,0.002785307107498605
361,ORLY,Actions,0.028162430331726964,-5.745507681902476e-05,68353.0,-19.434000070720526,1.2059961153995102,Allégé,6309665.0,0.028162430331726964,0.02821988540854599,0.01373319626838019,,,0.029205907673195777
362,DOCU,Actions,0.028096997186122068,-0.13575127330058984,132778.0,-79.78622830427375,-30.687134899784986,Allégé,6295005.0,0.028096997186122068,0.1638482704867119,0.11384704874260665,0.05158041625111856,0.02362749338401606,
363,BRBR,Actions,0.028086218124277876,0.007605829789671968,391087.0,86.14060722597964,-39.805458364997456,Renforcé,6292590.0,0.028086218124277876,0.020480388334605908,0.0017064537370832058,0.0017071712313537883,0.003369222813672786,0.008016185424576215
364,KTB,Actions,0.027876564255563473,0.016836233008946978,88855.0,79.29858546723975,15.05975377477531,Renforcé,6245618.0,0.027876564255563473,0.011040331246616495,0.01904373429447876,,0.004810159790291223,0.018642046876467415
365,BE,Actions,0.027626490020778265,0.00733845725038898,45683.0,-28.650413106970497,55.93279773773789,Allégé,6189590.0,0.027626490020778265,0.020288032770389285,0.018460332211437967,0.018126036373833674,,
366,COKE,Actions,0.027612658007256465,0.015953150948987894,32265.0,54.70368239355581,25.07500646217573,Renforcé,6186491.0,0.027612658007256465,0.011659507058268568,0.012066789261584073,0.0013213326319251515,0.002417629671120242,0.0339562637196491
367,LBRT,Actions,0.027537110843374575,0.01983290345026798,214221.0,87.18576059697841,56.012989894327035,Renforcé,6169565.0,0.027537110843374575,0.007704207393106593,0.012970408494247083,0.01719422098985559,0.04071173307222248,0.06633152219472051
368,ST,Actions,0.027505951990068455,-0.014927316424170608,174974.0,-49.940348638604306,5.7975318999514025,Allégé,6162584.0,0.027505951990068455,0.04243326841423906,0.038087695793335555,0.01343609833572559,0.001831664160733586,0.0042668307122239475
369,LHX,Actions,0.027446178409854215,0.021221832860458808,17816.0,206.4327485380117,17.569906156589177,Renforcé,6149192.0,0.027446178409854215,0.006224345549395406,,,,
370,BCRX,Actions,0.027111790933563105,0.02041101098898608,638054.0,170.8530725213523,22.05125387429461,Renforcé,6074274.0,0.027111790933563105,0.006700779944577026,0.012234987095716599,,,
