date,ticker,action,status,price,amount_usd,shares
2026-06-23,UBER,buy,exécuté,72.16000366210938,750000.5,10393.576246363456
2026-06-23,INTC,buy,exécuté,139.6300048828125,3000000.5,21485.356979811146
