date,ticker,action,status,price,amount_usd,shares
2023-09-30,AXP,position 13F (trimestre),exécuté,337.32659912109375,472160426.0355835,1399713
2023-09-30,AAPL,position 13F (trimestre),exécuté,289.3599853515625,1092623304.6875,3776000
2023-09-30,BATRK,position 13F (trimestre),exécuté,51.900001525878906,188500.8055419922,3632
2023-09-30,BAC,position 13F (trimestre),exécuté,56.97999954223633,558403995.513916,9800000
2023-09-30,COF,position 13F (trimestre),exécuté,200.6199951171875,85263497.92480469,425000
2023-09-30,CHTR,position 13F (trimestre),exécuté,142.2100067138672,544513725.3170013,3828941
2023-09-30,CVX,position 13F (trimestre),exécuté,165.75999450683594,321242869.35424805,1938000
2023-09-30,C,position 13F (trimestre),exécuté,139.9600067138672,421699500.22888184,3013000
2023-09-30,KO,position 13F (trimestre),exécuté,81.2699966430664,78019196.77734375,960000
2023-09-30,DHI,position 13F (trimestre),exécuté,162.8800048828125,963421872.7214355,5914918
2023-09-30,DVA,position 13F (trimestre),exécuté,222.47999572753906,4118879396.2618713,18513482
2023-09-30,DEO,position 13F (trimestre),exécuté,80.37999725341797,18306544.374465942,227750
2023-09-30,FND,position 13F (trimestre),exécuté,59.36000061035156,27786416.285705566,468100
2023-09-30,GL,position 13F (trimestre),exécuté,178.35330200195312,148214090.90985107,831014
2023-09-30,HPQ,position 13F (trimestre),exécuté,21.940000534057617,2450698.059654236,111700
2023-09-30,KHC,position 13F (trimestre),exécuté,23.6200008392334,7691494674.443615,325634818
2023-09-30,KR,position 13F (trimestre),exécuté,55.529998779296875,1513595614.5269775,27257260
2023-09-30,LENB,position 13F (trimestre),exécuté,,,152572
2023-09-30,LPX,position 13F (trimestre),exécuté,78.66000366210938,341770557.851532,4344909
2023-09-30,MKL,position 13F (trimestre),exécuté,1953.010009765625,6347282.531738281,3250
2023-09-30,MA,position 13F (trimestre),exécuté,512.740478515625,2044115803.1933594,3986648
2023-09-30,MCO,position 13F (trimestre),exécuté,452.9200134277344,5717549019.508362,12623750
2023-09-30,OXY,position 13F (trimestre),exécuté,48.56999969482422,10885954787.041199,224129192
2023-09-30,SPY,position 13F (trimestre),exécuté,746.77001953125,29422738.76953125,39400
2023-09-30,SNOW,position 13F (trimestre),exécuté,254.5,1558908192.0,6125376
